product_id,launch_wave,priority,channel,design_family,city,breed,product_name,shopify_title,etsy_title,handle,artwork_light,artwork_dark,blank_name,printify_blueprint_id,print_provider,print_provider_id,print_area,sizes,printify_color_names,kww_color_mapping,base_cost_low,base_cost_high,retail_price,gross_profit_low,gross_margin_low,shopify_description,etsy_description,etsy_tags,materials,shopify_collection,shopify_tags,seo_title,seo_description,image_alt_text,personalization_ready,personalization_status,artwork_status,mockup_status,qa_status,printify_product_id,shopify_product_id,etsy_listing_id,publish_status,errors,notes
breed-french-bulldog,wave-1-test,P0,shopify,Breed Skyline,Waco,French Bulldog,Keep Waco Wagging — French Bulldog Tee,Keep Waco Wagging — French Bulldog Tee,"French Bulldog Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Frenchie Gift, Texas Dog Mom",keep-waco-wagging-french-bulldog-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — French Bulldog edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — French Bulldog Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — French Bulldog Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — French Bulldog Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,REVISE,REVISE,BLOCKED_ARTWORK,,,,DRAFT,,"REVISE: Phase2 file was illustration-only (dog), not complete apparel composition C. Packet mockup img-038 shows dog + hand-lettered Keep Waco Wagging script on Blue Jean. Script not recovered as separate asset. Do not substitute Brand Book lockup."
breed-french-bulldog,wave-1-test,P0,etsy,Breed Skyline,Waco,French Bulldog,Keep Waco Wagging — French Bulldog Tee,Keep Waco Wagging — French Bulldog Tee,"French Bulldog Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Frenchie Gift, Texas Dog Mom",keep-waco-wagging-french-bulldog-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — French Bulldog edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, french dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — French Bulldog Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — French Bulldog Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — French Bulldog Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,REVISE,REVISE,BLOCKED_ARTWORK,,,,DRAFT,,"REVISE: Phase2 file was illustration-only (dog), not complete apparel composition C. Packet mockup img-038 shows dog + hand-lettered Keep Waco Wagging script on Blue Jean. Script not recovered as separate asset. Do not substitute Brand Book lockup."
breed-dachshund,wave-1,P1,shopify,Breed Skyline,Waco,Dachshund,Keep Waco Wagging — Dachshund Tee,Keep Waco Wagging — Dachshund Tee,"Dachshund Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Doxie Gift, Texas Dog Mom",keep-waco-wagging-dachshund-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Dachshund edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Dachshund Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Dachshund Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Dachshund Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-dachshund,wave-1,P1,etsy,Breed Skyline,Waco,Dachshund,Keep Waco Wagging — Dachshund Tee,Keep Waco Wagging — Dachshund Tee,"Dachshund Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Doxie Gift, Texas Dog Mom",keep-waco-wagging-dachshund-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — Dachshund edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, dachshund dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Dachshund Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Dachshund Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Dachshund Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-golden-retriever,wave-1-test,P0,shopify,Breed Skyline,Waco,Golden Retriever,Keep Waco Wagging — Golden Retriever Tee,Keep Waco Wagging — Golden Retriever Tee,"Golden Retriever Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Golden Gift, Texas Dog Mom",keep-waco-wagging-golden-retriever-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Golden Retriever edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Golden Retriever Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Golden Retriever Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Golden Retriever Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,REVISE,REVISE,BLOCKED_ARTWORK,,,,DRAFT,,REVISE: Phase2 file was illustration-only. No approved CC1717 finished composition in packet. Downloads golden mockups use different old layout (serif KEEP WACO WAGGIN + skyline). REQUIRES_ORIGINAL_DESIGN pending owner direction.
breed-golden-retriever,wave-1-test,P0,etsy,Breed Skyline,Waco,Golden Retriever,Keep Waco Wagging — Golden Retriever Tee,Keep Waco Wagging — Golden Retriever Tee,"Golden Retriever Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Golden Gift, Texas Dog Mom",keep-waco-wagging-golden-retriever-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — Golden Retriever edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, golden dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Golden Retriever Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Golden Retriever Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Golden Retriever Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,REVISE,REVISE,BLOCKED_ARTWORK,,,,DRAFT,,REVISE: Phase2 file was illustration-only. No approved CC1717 finished composition in packet. Downloads golden mockups use different old layout (serif KEEP WACO WAGGIN + skyline). REQUIRES_ORIGINAL_DESIGN pending owner direction.
breed-labrador-retriever,wave-1,P1,shopify,Breed Skyline,Waco,Labrador Retriever,Keep Waco Wagging — Labrador Retriever Tee,Keep Waco Wagging — Labrador Retriever Tee,"Labrador Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Lab Gift, Texas Dog Mom",keep-waco-wagging-labrador-retriever-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Labrador Retriever edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Labrador Retriever Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Labrador Retriever Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Labrador Retriever Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-labrador-retriever,wave-1,P1,etsy,Breed Skyline,Waco,Labrador Retriever,Keep Waco Wagging — Labrador Retriever Tee,Keep Waco Wagging — Labrador Retriever Tee,"Labrador Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Lab Gift, Texas Dog Mom",keep-waco-wagging-labrador-retriever-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — Labrador Retriever edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, labrador dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Labrador Retriever Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Labrador Retriever Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Labrador Retriever Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-german-shepherd,wave-1,P1,shopify,Breed Skyline,Waco,German Shepherd,Keep Waco Wagging — German Shepherd Tee,Keep Waco Wagging — German Shepherd Tee,"German Shepherd Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline GSD Gift, Texas Dog Mom",keep-waco-wagging-german-shepherd-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — German Shepherd edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — German Shepherd Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — German Shepherd Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — German Shepherd Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-german-shepherd,wave-1,P1,etsy,Breed Skyline,Waco,German Shepherd,Keep Waco Wagging — German Shepherd Tee,Keep Waco Wagging — German Shepherd Tee,"German Shepherd Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline GSD Gift, Texas Dog Mom",keep-waco-wagging-german-shepherd-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — German Shepherd edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, german dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — German Shepherd Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — German Shepherd Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — German Shepherd Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-corgi,wave-1,P1,shopify,Breed Skyline,Waco,Corgi,Keep Waco Wagging — Corgi Tee,Keep Waco Wagging — Corgi Tee,"Corgi Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Corgi Gift, Texas Dog Mom",keep-waco-wagging-corgi-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Corgi edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Corgi Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Corgi Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Corgi Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-corgi,wave-1,P1,etsy,Breed Skyline,Waco,Corgi,Keep Waco Wagging — Corgi Tee,Keep Waco Wagging — Corgi Tee,"Corgi Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Corgi Gift, Texas Dog Mom",keep-waco-wagging-corgi-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — Corgi edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, corgi dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Corgi Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Corgi Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Corgi Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-chihuahua,wave-1,P1,shopify,Breed Skyline,Waco,Chihuahua,Keep Waco Wagging — Chihuahua Tee,Keep Waco Wagging — Chihuahua Tee,"Chihuahua Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Chi Gift, Texas Dog Mom",keep-waco-wagging-chihuahua-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Chihuahua edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Chihuahua Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Chihuahua Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Chihuahua Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-chihuahua,wave-1,P1,etsy,Breed Skyline,Waco,Chihuahua,Keep Waco Wagging — Chihuahua Tee,Keep Waco Wagging — Chihuahua Tee,"Chihuahua Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Chi Gift, Texas Dog Mom",keep-waco-wagging-chihuahua-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — Chihuahua edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, chihuahua dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Chihuahua Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Chihuahua Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Chihuahua Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-australian-shepherd,wave-1,P1,shopify,Breed Skyline,Waco,Australian Shepherd,Keep Waco Wagging — Australian Shepherd Tee,Keep Waco Wagging — Australian Shepherd Tee,"Aussie Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Aussie Gift, Texas Dog Mom",keep-waco-wagging-australian-shepherd-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Australian Shepherd edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Australian Shepherd Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Australian Shepherd Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Australian Shepherd Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-australian-shepherd,wave-1,P1,etsy,Breed Skyline,Waco,Australian Shepherd,Keep Waco Wagging — Australian Shepherd Tee,Keep Waco Wagging — Australian Shepherd Tee,"Aussie Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Aussie Gift, Texas Dog Mom",keep-waco-wagging-australian-shepherd-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,,"Keep Waco Wagging — Australian Shepherd edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low. Standard design only — dog-name personalization is not available yet.","keep waco wagging, australian dog shirt, waco texas shirt, breed dog tee, comfort colors, dog mom shirt, texas dog shirt, waco skyline, dog lover gift, waco tx gift, dog dad shirt, alico building, waco dog tee","Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Australian Shepherd Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Australian Shepherd Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Australian Shepherd Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
breed-siberian-husky,wave-1,P1,shopify,Breed Skyline,Waco,Siberian Husky,Keep Waco Wagging — Siberian Husky Tee,Keep Waco Wagging — Siberian Husky Tee,"Husky Waco Tee, Keep Waco Wagging Dog Shirt, Comfort Colors Breed Tee, Waco Skyline Husky Gift, Texas Dog Mom",keep-waco-wagging-siberian-husky-tee,,,Comfort Colors 1717 Unisex Garment-Dyed T-Shirt,706,TBD — verify in Printify,,front,S|M|L|XL|2XL|3XL,Ivory|Bay|Blue Jean|Blossom,Ivory=Kitchen Cream|Bay=Wag Sage|Blue Jean=Brazos Blue|Blossom=Good-Towel Rose,11.50,16.75,34.00,17.25,50.74%,"Keep Waco Wagging — Siberian Husky edition with the real Waco skyline and ALICO Building. Comfort Colors 1717 garment-dyed tee, relaxed unisex fit, ring-spun cotton. Printed to order in curated brand colors. Wash cold inside-out; tumble dry low.",,,"Comfort Colors 1717, ring-spun cotton, DTG print",Breed Edition Tees,"Comfort Colors, Waco, Dog Mom, Dog Dad, Keep Waco Wagging",Keep Waco Wagging — Siberian Husky Tee | Keep Waco Wagging,"Shop the Keep Waco Wagging — Siberian Husky Tee — Comfort Colors 1717, curated KWW colors, printed to order. Waco-founded dog-family brand.","Keep Waco Wagging — Siberian Husky Tee — Comfort Colors 1717 garment-dyed tee, front print mockup",NO,BLOCKED_WORKFLOW,BLOCKED_ARTWORK,PENDING,PENDING,,,,DRAFT,,Artwork paths assigned after owner confirms production files
