Source container,Internal path,Extracted filename,File type,Pixel dimensions,Color mode,Alpha channel,Vector or raster,File size,Likely design,Likely product,Quality rank,Notes
theme_export__keepwacowagging-myshopify-,icon-pepper_7d7acb41.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-pepper_7d7acb41.svg,svg,vector,vector,n/a,vector,1903,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-plant_2f9d36e2.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-plant_2f9d36e2.svg,svg,vector,vector,n/a,vector,1218,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-snowflake_14695a88.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-snowflake_14695a88.svg,svg,vector,vector,n/a,vector,1484,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-arrow_43851735.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-arrow_43851735.svg,svg,vector,vector,n/a,vector,322,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-heart_c278be32.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-heart_c278be32.svg,svg,vector,vector,n/a,vector,461,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-instagram_7b2e9358.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-instagram_7b2e9358.svg,svg,vector,vector,n/a,vector,1646,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,loading-spinner_298cfa7e.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/loading-spinner_298cfa7e.svg,svg,vector,vector,n/a,vector,157,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-perfume_33f2b8c3.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-perfume_33f2b8c3.svg,svg,vector,vector,n/a,vector,7871,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-share_a9784a47.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-share_a9784a47.svg,svg,vector,vector,n/a,vector,592,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-play_00de7ff4.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-play_00de7ff4.svg,svg,vector,vector,n/a,vector,260,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-lightning-bolt_0735e4a7.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-lightning-bolt_0735e4a7.svg,svg,vector,vector,n/a,vector,414,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-plane_bf49ca3d.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-plane_bf49ca3d.svg,svg,vector,vector,n/a,vector,1877,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-apple_0834ce07.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-apple_0834ce07.svg,svg,vector,vector,n/a,vector,1785,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-return_b085e235.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-return_b085e235.svg,svg,vector,vector,n/a,vector,583,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-caret_32b9db43.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-caret_32b9db43.svg,svg,vector,vector,n/a,vector,237,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-tick_22c29ba5.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-tick_22c29ba5.svg,svg,vector,vector,n/a,vector,310,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-dryer_9e575833.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-dryer_9e575833.svg,svg,vector,vector,n/a,vector,449,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,mask-arch_1610246c.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/mask-arch_1610246c.svg,svg,vector,vector,n/a,vector,323,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,email-signup-banner-background-mobile_1f439035.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/email-signup-banner-background-mobile_1f439035.svg,svg,vector,vector,n/a,vector,2926,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-map-pin_213a4ed9.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-map-pin_213a4ed9.svg,svg,vector,vector,n/a,vector,570,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-iron_9211b213.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-iron_9211b213.svg,svg,vector,vector,n/a,vector,912,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-bottle_7c898278.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-bottle_7c898278.svg,svg,vector,vector,n/a,vector,4510,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-stopwatch_dbe0d6f6.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-stopwatch_dbe0d6f6.svg,svg,vector,vector,n/a,vector,724,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-snapchat_215facf5.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-snapchat_215facf5.svg,svg,vector,vector,n/a,vector,2931,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,square_d6a140b5.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/square_d6a140b5.svg,svg,vector,vector,n/a,vector,123,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-padlock_fff7f08d.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-padlock_fff7f08d.svg,svg,vector,vector,n/a,vector,534,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-error_5ce80d81.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-error_5ce80d81.svg,svg,vector,vector,n/a,vector,593,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-zoom_48369768.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-zoom_48369768.svg,svg,vector,vector,n/a,vector,692,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-cart-empty_edae4326.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-cart-empty_edae4326.svg,svg,vector,vector,n/a,vector,388,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-dairy_a7ddec77.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-dairy_a7ddec77.svg,svg,vector,vector,n/a,vector,548,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-carrot_e9aba85f.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-carrot_e9aba85f.svg,svg,vector,vector,n/a,vector,1736,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-star_753dd99b.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-star_753dd99b.svg,svg,vector,vector,n/a,vector,713,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-gluten-free_e0f83ac1.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-gluten-free_e0f83ac1.svg,svg,vector,vector,n/a,vector,1931,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-checkmark_8f23f3a3.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-checkmark_8f23f3a3.svg,svg,vector,vector,n/a,vector,317,Logo/Brand Mark,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-minus_77cddbd9.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-minus_77cddbd9.svg,svg,vector,vector,n/a,vector,228,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-washing_6f73ea24.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-washing_6f73ea24.svg,svg,vector,vector,n/a,vector,1341,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-leaf_a416a05c.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-leaf_a416a05c.svg,svg,vector,vector,n/a,vector,1178,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-paw-print_b7d88259.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-paw-print_b7d88259.svg,svg,vector,vector,n/a,vector,2215,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-check-mark_ed669928.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-check-mark_ed669928.svg,svg,vector,vector,n/a,vector,388,Logo/Brand Mark,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-lipstick_2641ae83.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-lipstick_2641ae83.svg,svg,vector,vector,n/a,vector,657,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-facebook_f409d752.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-facebook_f409d752.svg,svg,vector,vector,n/a,vector,365,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-shirt_1936f232.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-shirt_1936f232.svg,svg,vector,vector,n/a,vector,1228,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-discount_5e973252.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-discount_5e973252.svg,svg,vector,vector,n/a,vector,260,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-inventory-status_257e72bd.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-inventory-status_257e72bd.svg,svg,vector,vector,n/a,vector,169,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,email-signup-banner-background_6d1d0f88.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/email-signup-banner-background_6d1d0f88.svg,svg,vector,vector,n/a,vector,4298,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-remove_ab33e2d0.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-remove_ab33e2d0.svg,svg,vector,vector,n/a,vector,571,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-unavailable_570d188b.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-unavailable_570d188b.svg,svg,vector,vector,n/a,vector,371,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-clipboard_831b5a7a.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-clipboard_831b5a7a.svg,svg,vector,vector,n/a,vector,746,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-account_1b0caf8e.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-account_1b0caf8e.svg,svg,vector,vector,n/a,vector,477,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-shopify_32623281.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-shopify_32623281.svg,svg,vector,vector,n/a,vector,2656,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-cart_2cef6309.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-cart_2cef6309.svg,svg,vector,vector,n/a,vector,485,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-vimeo_cd33eada.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-vimeo_cd33eada.svg,svg,vector,vector,n/a,vector,597,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-truck_c97b276d.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-truck_c97b276d.svg,svg,vector,vector,n/a,vector,900,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-close-small_67629048.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-close-small_67629048.svg,svg,vector,vector,n/a,vector,235,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-dairy-free_f7575157.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-dairy-free_f7575157.svg,svg,vector,vector,n/a,vector,863,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-recycle_8d8e7399.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-recycle_8d8e7399.svg,svg,vector,vector,n/a,vector,2260,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-box_852ac495.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-box_852ac495.svg,svg,vector,vector,n/a,vector,478,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-price-tag_7e3f04b3.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-price-tag_7e3f04b3.svg,svg,vector,vector,n/a,vector,711,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-pants_b97000d0.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-pants_b97000d0.svg,svg,vector,vector,n/a,vector,947,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-success_82e8b7ff.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-success_82e8b7ff.svg,svg,vector,vector,n/a,vector,247,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-youtube_27aa0147.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-youtube_27aa0147.svg,svg,vector,vector,n/a,vector,399,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-lock_8b8adf7a.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-lock_8b8adf7a.svg,svg,vector,vector,n/a,vector,554,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-eye_a76a409e.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-eye_a76a409e.svg,svg,vector,vector,n/a,vector,759,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-silhouette_88cd5eb2.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-silhouette_88cd5eb2.svg,svg,vector,vector,n/a,vector,547,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-pause_f1b6a96b.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-pause_f1b6a96b.svg,svg,vector,vector,n/a,vector,331,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-banana_431f16dd.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-banana_431f16dd.svg,svg,vector,vector,n/a,vector,1789,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-question-mark_8453e2e7.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-question-mark_8453e2e7.svg,svg,vector,vector,n/a,vector,881,Logo/Brand Mark,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-ruler_75c69081.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-ruler_75c69081.svg,svg,vector,vector,n/a,vector,753,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-tumblr_e6a66e11.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-tumblr_e6a66e11.svg,svg,vector,vector,n/a,vector,290,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-pinterest_53ee6e27.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-pinterest_53ee6e27.svg,svg,vector,vector,n/a,vector,1206,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-info_d619acfd.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-info_d619acfd.svg,svg,vector,vector,n/a,vector,627,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-tiktok_08640c5b.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-tiktok_08640c5b.svg,svg,vector,vector,n/a,vector,241,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-filter_e41ce301.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-filter_e41ce301.svg,svg,vector,vector,n/a,vector,497,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-close_41cbae8e.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-close_41cbae8e.svg,svg,vector,vector,n/a,vector,334,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-serving-dish_9ec8e1d1.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-serving-dish_9ec8e1d1.svg,svg,vector,vector,n/a,vector,658,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-search_09ded013.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-search_09ded013.svg,svg,vector,vector,n/a,vector,266,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
theme_export__keepwacowagging-myshopify-,icon-nut-free_7d9faadd.svg,recovered-assets/theme_export__keepwacowagging-myshopify-/icon-nut-free_7d9faadd.svg,svg,vector,vector,n/a,vector,1349,Mockup/Theme asset,,1-vector,Mockup/theme reference — not print art
